district_name,district_type,city,normed_2019,normed_2025,normed_diff,z_sort
temp_13,Arts District,Washington,9.627334364441723e-05,7.032867116566269e-05,-2.5944672478754547e-05,-1.654438392506563e-06
temp_14,Arts District,Washington,0.00010117883149669352,7.660025234160095e-05,-2.457857915509257e-05,-7.354055924224667e-07
temp_15,Arts District,Washington,0.0009082447867619649,0.000291610100529614,-0.0006166346862323509,-2.588270717751584e-06
temp_16,Arts District,Washington,3.421263322613207e-05,2.830686638869437e-05,-5.905766837437701e-06,-7.035841917968355e-07
temp_18,Arts District,Washington,5.282833071682159e-07,9.285772363903906e-07,4.0029392922217474e-07,-7.245685083034914e-07
temp_2,Arts District,Washington,1.2578173980195614e-07,1.0464918060907577e-06,9.207100662888015e-07,-6.013087840983644e-07
temp_3,Arts District,Washington,4.779706112474334e-07,8.696199515402071e-07,3.916493402927737e-07,-2.3895740923762787e-06
temp_4,Arts District,Washington,5.031269592078246e-08,3.028930509178179e-06,2.9786178132573962e-06,-7.775156518619042e-07
temp_5,Arts District,Washington,1.0062539184156492e-05,2.6162295152268944e-06,-7.446309668929598e-06,-1.3293674783199094e-06
temp_6,Arts District,Washington,7.750670806596538e-05,2.6670801734101776e-05,-5.083590633186361e-05,-1.3177789242035942e-06
temp_7,Arts District,Washington,0.00042549446940205727,0.0004321347889700265,6.640319567969232e-06,-1.358076019641885e-05
temp_8,Arts District,Washington,5.031269592078246e-08,8.106626666900236e-08,3.0753570748219904e-08,-2.8162503440398723e-09
temp_9,Arts District,Washington,3.846405603143819e-05,0.00010506925126363333,6.660519523219515e-05,-5.876574277863256e-06
