district_name,district_type,city,normed_2019,normed_2025,normed_diff,z_sort
South Van Ness Avenue-Shotwell-Folsom Streets Historic District,Historic District,San Francisco,0.00042743499699420207,0.0004416866144776338,1.4251617483431746e-05,-1.2812520253646653e-06
Southeast Telegraph Hill Historic District,Historic District,San Francisco,0.00035239794313307664,0.0001632460446075197,-0.00018915189852555694,-1.4371544239111245e-06
Southeast Treatment Plant Streamline Moderne Industrial Historic District,Historic District,San Francisco,0.0007200449808008146,0.00022187320224716943,-0.0004981717785536451,-2.150092495867284e-05
Southern Pacific Company Hospital Historic District,Historic District,San Francisco,0.00017504809650731862,0.0003768032289514247,0.00020175513244410608,-1.574006091686897e-06
St. Francis Wood Historic District,Historic District,San Francisco,0.001122103182739222,0.0028063409252223207,0.0016842377424830988,-4.960413025401067e-05
Sunset,Business District,San Francisco,0.0008780025826787204,0.0006620995178323631,-0.00021590306484635727,-6.107978151703719e-06
Sunset Chinese Cultural District,Arts District,San Francisco,0.043208740942109775,0.07886597799483284,0.03565723705272307,-0.0009793255808290269
Sycamore Street Reconstruction Historic District,Historic District,San Francisco,0.000346988830354744,0.00016422982491400568,-0.00018275900544073833,-5.146248440723866e-07
Telegraph Hill Historic District,Historic District,San Francisco,0.00019196595987784843,0.00015147142406426545,-4.049453581358298e-05,-3.00146939480328e-06
Tenderloin,Business District,San Francisco,0.02627338427067983,0.02899551034948411,0.002722126078804281,-4.6300322082970524e-05
Third Street Industrial District,Historic District,San Francisco,0.003548147807574381,0.002094744960719881,-0.0014534028468544996,-2.5076139081647852e-05
Transgender Cultural District,Arts District,San Francisco,0.008649804313836494,0.00837876464093748,-0.00027103967289901325,-1.4355681287270272e-05
Treasure Island Historic District,Historic District,San Francisco,0.004569837141396683,0.0049308298686461145,0.00036099272724943177,-0.00017210530086231302
Union Iron Works Historic District,Historic District,San Francisco,0.0018984259539358804,0.0006834659963638557,-0.0012149599575720245,-3.565681572581525e-05
Union Square Business Improvement District,Business District,San Francisco,0.029989732468159173,0.016330691601398353,-0.01365904086676082,-3.6713336612592684e-05
Upper Fillmore Neighborhood Commercial Historic District,Historic District,San Francisco,0.0009403800108884289,0.0005565275936925848,-0.0003838524171958441,-3.0228325158532243e-06
Upper Grant Avenue Historic District,Historic District,San Francisco,0.002464714026824941,0.0026225892098514837,0.00015787518302654274,-5.399738711275859e-06
Upper Market Street Commercial Historic District,Historic District,San Francisco,0.0026119109468991427,0.003458510410586091,0.0008465994636869482,-5.459951353259385e-06
Upper Market Street Commercial Historic District Extension,Historic District,San Francisco,0.0012049661870030413,0.001713191917476204,0.0005082257304731626,-1.64193261298351e-06
Upper Market/Castro,Business District,San Francisco,0.0033919740620382654,0.0019093484876491378,-0.0014826255743891276,-1.0533166459936183e-05
Uptown Tenderloin Historic District,Historic District,San Francisco,0.061785935973022565,0.06739886565519192,0.005612929682169351,-4.09540543842013e-05
Veterans Affairs Medical Center Historic District,Historic District,San Francisco,0.0020192678351539507,0.0009365895949092443,-0.0010826782402447064,-4.659709702536929e-06
Vicente Street Historic District,Historic District,San Francisco,5.8694628020205455e-06,4.007367592201543e-05,3.4204213119994884e-05,-2.9870398066123016e-07
Visitation Valley,Business District,San Francisco,0.0006797643537281245,0.0003583573482048123,-0.0003214070055233122,-8.113742751447717e-06
Von Schroeder-Welsh Block Historic District,Historic District,San Francisco,7.95254665920823e-05,0.000186026707329586,0.00010650124073750372,-1.1611828085733578e-06
Washington Square Historic District,Historic District,San Francisco,0.002211636601302526,0.008411398478291697,0.00619976187698917,-4.149886990489904e-06
Webster Street Historic District,Historic District,San Francisco,0.00010162226772910081,0.00010572563981266671,4.103372083565901e-06,-8.18394710222492e-07
West Fort Miley Historic District,Historic District,San Francisco,7.164197243642724e-05,3.324870004576884e-05,-3.83932723906584e-05,-5.6306785154447425e-06
West Portal Park Historic District,Historic District,San Francisco,0.0007800631151391226,0.0015824721092518774,0.0008024089941127548,-9.686532393970992e-06
Western Addition,Business District,San Francisco,0.005835914794044291,0.0033217649479845377,-0.002514149846059753,-1.2814875844924245e-05
Western SOMA Light Industrial and Residential Historic District,Historic District,San Francisco,0.025835131048128963,0.023260532309689427,-0.002574598738439536,-4.986679823559825e-05
Wilhelm's Reconstruction Bungalows Historic District,Historic District,San Francisco,1.1738925604041091e-05,2.145870793522575e-05,9.71978233118466e-06,-1.945027179317549e-07
Woodward St. Romeo Flats Reconstruction Historic District,Historic District,San Francisco,0.00020232383541082585,0.0003643368878801725,0.00016201305246934663,-7.676685527258087e-07
Yerba Buena,Business District,San Francisco,0.03831884544674409,0.01949296116719385,-0.01882588427955024,-7.188094468801864e-05
Yerba Buena Island Lighthouse Historic District,Historic District,San Francisco,6.5599878375523744e-06,0.0,-6.5599878375523744e-06,-1.1527649803610984e-06
